id_hash,source_lat,source_lon,target_lat,target_lon,road_name,highway_type,source,target
pycz4o,14.647654,121.0742947,14.6470871,121.0742847,,,10109,7399
fzpgaw,14.630804,121.0460206,14.6309842,121.046646,,,10121,2799
g1fcpp,14.630804,121.0460206,14.6306965,121.0456745,,,10121,44
ylkxr0,14.630804,121.0460206,14.6317936,121.0455552,,,10121,8615
hf0qo1,14.6339032,121.0443959,14.6351585,121.0435568,,,10122,7673
unk0sd,14.633732,121.0441065,14.6334086,121.0443175,,,10123,10068
1z1zt9,14.6103083,121.0526745,14.6102291,121.0523463,,,10126,1874
1z1zt9,14.6103083,121.0526745,14.6104188,121.0531318,,,10126,10127
1z1zt9,14.6104188,121.0531318,14.6103083,121.0526745,,,10127,10126
1z1zt9,14.6104188,121.0531318,14.6106608,121.0541309,,,10127,10227
bgumxs,14.613608,121.0663098,14.6153193,121.0655614,,,10128,1241
z9njde,14.6130664,121.0640697,14.6129621,121.0636503,,,10129,10130
z9njde,14.6129621,121.0636503,14.6127492,121.0627345,,,10130,9703
ojarst,14.612545,121.0618918,14.6123337,121.0610227,Colonel Bonny Serrano Avenue,secondary,10131,10132
eddbyb,14.6123337,121.0610227,14.6121293,121.060171,,,10132,10133
vgk9tt,14.6123337,121.0610227,14.6143017,121.0601599,,,10132,1252
eddbyb,14.6121293,121.060171,14.6120153,121.0596846,,,10133,10137
eddbyb,14.6114389,121.0572248,14.6112811,121.056597,,,10134,10226
eddbyb,14.6117418,121.0585176,14.6115931,121.0578829,,,10135,10225
eddbyb,14.611896,121.0591756,14.6117418,121.0585176,Colonel Bonny Serrano Avenue,secondary,10136,10135
eddbyb,14.6120153,121.0596846,14.611896,121.0591756,,,10137,10136
5nrxv5,14.6644429,121.0714547,14.6644067,121.0712545,,,10138,9716
4os12u,14.6643314,121.0722128,14.6640774,121.0726618,,,10139,10149
xoc2m6,14.6645867,121.0714547,14.6644429,121.0714547,,,10140,10138
vrrslw,14.6649477,121.0702681,14.665208,121.07063,,,10141,10154
xoc2m6,14.6648199,121.071439,14.6647885,121.0708569,,,10142,8715
9a9ks3,14.6654589,121.0709662,14.6661136,121.0719416,,,10143,7723
4os12u,14.6679832,121.0687741,14.6643314,121.0722128,,,10145,10139
5nrxv5,14.6640238,121.0699281,14.6642209,121.0706123,,,10146,3297
5nrxv5,14.6640238,121.0699281,14.663953,121.0688648,,,10146,10245
sc1xp1,14.6558087,121.0297067,14.6560616,121.0285948,,,10147,12562
vs4v5r,14.6622221,121.0751023,14.6631745,121.0743669,,,10148,8730
vs4v5r,14.6622221,121.0751023,14.6631745,121.0743669,,,10148,8730
lv40pv,14.6640774,121.0726618,14.663992,121.072831,University Valley Street,residential,10149,10150
8lb6tb,14.663992,121.072831,14.6596976,121.0761145,,,10150,8821
e83z9h,14.6640496,121.0679914,14.6645461,121.0674542,,,10152,403
daupag,14.6644014,121.0686781,14.6641464,121.0683387,,,10153,10948
vrrslw,14.665208,121.07063,14.6654589,121.0709662,,,10154,10143
32xiqd,14.6632073,121.0667275,14.66292,121.0664312,,,10156,8796
32xiqd,14.6639874,121.0680958,14.66292,121.0664312,,,10159,8796
i0435x,14.6631782,121.0676619,14.663953,121.0688648,,,10160,10245
56h2u6,14.6572628,121.0586886,14.6580788,121.0599407,,,10161,10306
56h2u6,14.6552973,121.0557616,14.6565085,121.057585,,,10162,10163
56h2u6,14.6565085,121.057585,14.6572628,121.0586886,,,10163,10161
arv1os,14.6950966,121.0495621,14.6950965,121.0496465,,,10177,12399
arv1os,14.6950966,121.0495621,14.6950952,121.0493516,,,10177,3310
kymbre,14.6667768,121.0722564,14.665618,121.070473,,,10209,13367
e83z9h,14.6674707,121.058352,14.6679087,121.0565091,,,10221,7962
e83z9h,14.6674707,121.058352,14.6664645,121.0621501,,,10221,12814
z9njde,14.6131854,121.0645486,14.6130664,121.0640697,,,10223,10129
eddbyb,14.6115931,121.0578829,14.6114389,121.0572248,,,10225,10134
eddbyb,14.6112811,121.056597,14.6111215,121.0559386,,,10226,10235
1z1zt9,14.6106608,121.0541309,14.6108209,121.0547141,,,10227,13059
1z1zt9,14.6106608,121.0541309,14.6104188,121.0531318,,,10227,10127
i1ji22,14.6086864,121.0459073,14.608939,121.0469243,Colonel Bonny Serrano Avenue,secondary,10228,10229
i1ji22,14.608939,121.0469243,14.6086864,121.0459073,Colonel Bonny Serrano Avenue,secondary,10229,10228
i1ji22,14.608939,121.0469243,14.609092,121.0475866,Colonel Bonny Serrano Avenue,secondary,10229,10230
i1ji22,14.609092,121.0475866,14.608939,121.0469243,Colonel Bonny Serrano Avenue,secondary,10230,10229
i1ji22,14.609092,121.0475866,14.6091441,121.0477992,Colonel Bonny Serrano Avenue,secondary,10230,10231
i1ji22,14.6091441,121.0477992,14.609092,121.0475866,Colonel Bonny Serrano Avenue,secondary,10231,10230
i1ji22,14.6091441,121.0477992,14.6092755,121.0483294,Colonel Bonny Serrano Avenue,secondary,10231,10232
i1ji22,14.6092755,121.0483294,14.6091441,121.0477992,Colonel Bonny Serrano Avenue,secondary,10232,10231
i1ji22,14.6092755,121.0483294,14.6095204,121.0494407,,,10232,10233
i1ji22,14.6095204,121.0494407,14.6092755,121.0483294,,,10233,10232
i1ji22,14.6095204,121.0494407,14.6096748,121.0500514,,,10233,10236
1z1zt9,14.6098262,121.0506784,14.6102291,121.0523463,,,10234,1874
1z1zt9,14.6098262,121.0506784,14.6096748,121.0500514,,,10234,10236
1z1zt9,14.6098262,121.0506784,14.6097701,121.0507016,,,10234,11174
eddbyb,14.6111215,121.0559386,14.6109504,121.0552177,,,10235,1331
i1ji22,14.6096748,121.0500514,14.6095204,121.0494407,,,10236,10233
1z1zt9,14.6096748,121.0500514,14.6098262,121.0506784,,,10236,10234
j16rw3,14.6096503,121.0429708,14.6095839,121.0428448,,,10237,10100
2z6zwy,14.6096503,121.0429708,14.6095823,121.043249,,,10237,7752
fhjw0r,14.6144519,121.0747982,14.612948,121.0751704,,,10239,6987
4idlh5,14.6153863,121.0707035,14.6173158,121.0714615,,,10240,8084
vrrslw,14.663953,121.0688648,14.6649477,121.0702681,,,10245,10141
5nrxv5,14.663953,121.0688648,14.6640238,121.0699281,,,10245,10146
a991bc,14.73224,121.0353728,14.7326774,121.0351245,,,10255,6189
a991bc,14.73224,121.0353728,14.7321292,121.0354357,,,10255,6173
iw5fon,14.7104711,121.0610111,14.7106079,121.0611414,,,10257,11051
oc6h72,14.7104711,121.0610111,14.7085296,121.0626451,,,10257,2495
27z26a,14.710857,121.0611551,14.7107061,121.0610596,,,10259,730
iw5fon,14.7111595,121.0611586,14.710857,121.0611551,,,10260,10259
j5gshs,14.7296727,121.0612523,14.7298501,121.0612534,,,10268,268
h1x1zk,14.729751,121.0611451,14.7287675,121.06007,,,10269,4594
gew589,14.729751,121.0611451,14.7307634,121.0611399,,,10269,12352
gew589,14.7309216,121.0611391,14.7316236,121.0611356,,,10270,12248
gew589,14.731846,121.0611344,14.7319366,121.0611343,,,10271,11975
iw5fon,14.7107531,121.061212,14.7111598,121.0612171,,,10272,2981
gew589,14.7346996,121.0612088,14.7348269,121.0612088,,,10273,4575
jaklst,14.7353341,121.0612074,14.7352905,121.0590524,,,10274,96
c3ypq4,14.7355364,121.0674403,14.7354674,121.0633458,,,10275,11805
yhn7ha,14.7355468,121.0680924,14.7355364,121.0674403,,,10276,10275
yhn7ha,14.7356186,121.0693868,14.735547,121.068151,,,10277,12502
yhn7ha,14.7365568,121.0704333,14.7356186,121.0693868,Quirino Highway,primary,10278,10277
yhn7ha,14.7387068,121.0734548,14.7365568,121.0704333,,,10279,10278
cwegsg,14.740927,121.0754305,14.7387565,121.0735121,,,10280,13353
518v7b,14.6729676,121.0254073,14.6711808,121.0251812,,,10287,2683
iktbsr,14.6389492,121.00703,14.6391829,121.0068863,,,10297,12325
iktbsr,14.6389492,121.00703,14.6431545,121.0059295,,,10297,10302
fmr1sq,14.6388202,121.0069759,14.6364651,121.0086416,,,10298,11006
fmr1sq,14.6428841,121.005785,14.6388202,121.0069759,,,10299,10298
iktbsr,14.6428841,121.005785,14.6388202,121.0069759,,,10299,10298
aenpia,14.6221972,121.0516995,14.6228624,121.0530901,,,10305,12283
ik6hh4,14.6580788,121.0599407,14.66101,121.0643419,,,10306,8992
ma1zm5,14.6789917,121.0693418,14.6775931,121.0692878,,,10315,7638
ma1zm5,14.6804495,121.0693891,14.6805508,121.0694216,,,10317,3364
ma1zm5,14.6804495,121.0693891,14.6794926,121.0692712,,,10317,3363
ma1zm5,14.6813937,121.0695878,14.6817618,121.0696045,Luzon Avenue,secondary,10331,5299
ma1zm5,14.6813937,121.0695878,14.6812693,121.0695821,,,10331,3366
9zldax,14.6818014,121.0696065,14.6821688,121.0696715,,,10332,5300
mcez6h,14.7268907,121.0384153,14.7266391,121.0385586,,,10360,8333
mcez6h,14.7268907,121.0384153,14.7281085,121.0377221,,,10360,5585
27z26a,14.7108253,121.0609609,14.7126467,121.0594622,,,10371,9850
pmmiwi,14.7104833,121.061238,14.7106079,121.0611414,,,10372,11051
pmmiwi,14.7104833,121.061238,14.7107531,121.061212,,,10372,10272
uvthha,14.7218452,121.0395294,14.7218699,121.0388384,,,10375,408
41tduf,14.7218452,121.0395294,14.7252917,121.0389066,,,10375,5428
4endy,14.6773503,121.0352603,14.6777848,121.0352845,,,10380,3905
teiobk,14.6773503,121.0352603,14.6767189,121.0351385,,,10380,4042
vkebaj,14.6892045,121.0291512,14.6890716,121.0294396,,,10395,7559
7ojahc,14.7262471,121.0249475,14.7263076,121.0248779,,,10398,7904
7ojahc,14.7262471,121.0249475,14.7257342,121.0256165,Llano Road,secondary,10398,6339
7ojahc,14.7255311,121.0258266,14.7257342,121.0256165,,,10399,6339
7ojahc,14.7252736,121.0260525,14.7255311,121.0258266,,,10401,10399
7ojahc,14.7252736,121.0260525,14.724708,121.0265813,,,10401,7897
52i85u,14.7083978,121.0301467,14.7089896,121.0295101,,,10435,4236
52i85u,14.7083978,121.0301467,14.7080388,121.0306402,,,10435,7640
v0l0dc,14.7202543,121.0194967,14.7200663,121.0202282,,,10439,7110
xmwq15,14.7139984,121.0206984,14.7131069,121.0207816,Katipunan Extension,secondary,10440,10442
f1mbz1,14.7130205,121.0208331,14.713112,121.0208803,,,10441,10443
1xo6cf,14.7130205,121.0208331,14.7116752,121.0209417,,,10441,5885
xmwq15,14.7131069,121.0207816,14.7130205,121.0208331,Victoria Road,residential,10442,10441
f1mbz1,14.713112,121.0208803,14.7140029,121.0207975,,,10443,8668
ci6ljj,14.7166552,121.0207921,14.7170731,121.0208499,,,10444,10445
ci6ljj,14.7170731,121.0208499,14.7175982,121.0209225,,,10445,11048
a8z12x,14.7065391,121.0385466,14.7058189,121.0382299,,,10449,2438
a8z12x,14.7065391,121.0385466,14.7067177,121.0386197,,,10449,5639
wyx8bv,14.7007282,121.0884299,14.7003187,121.0880872,,,10528,11349
9r2ldb,14.6984335,121.0926083,14.6981818,121.092867,,,10554,10558
9r2ldb,14.6981818,121.092867,14.6972244,121.0938795,,,10558,6741
2r032a,14.6966227,121.0945284,14.6958539,121.0953282,,,10607,733
xymjot,14.714814,121.0965878,14.7148359,121.0976505,,,10674,4157
xymjot,14.714814,121.0965878,14.714736,121.0960237,,,10674,6470
xymjot,14.7137796,121.0946705,14.7137857,121.0944137,,,10693,57
xymjot,14.7137796,121.0946705,14.714736,121.0960237,,,10693,6470
6baqkv,14.7064225,121.069344,14.7064238,121.0694319,,,10717,153
l96xxi,14.7064225,121.069344,14.7056933,121.0693009,,,10717,8598
qg3cnm,14.6998731,121.0879585,14.6999296,121.0881882,,,10750,12155
p00ucy,14.7050947,121.0818245,14.7051435,121.0812337,,,10754,4333
dekqcp,14.7050778,121.0819366,14.7050861,121.0818816,,,10755,4154
yz4fuq,14.7047117,121.0818804,14.704652,121.0821882,,,10756,54
yz4fuq,14.7047393,121.0817377,14.7047274,121.0818015,,,10757,8220
mia5yq,14.6820848,121.0795103,14.6826099,121.0791687,,,10785,2343
mia5yq,14.6820848,121.0795103,14.6808403,121.0802785,,,10785,2365
x2yp65,14.67716,121.0829924,14.677761,121.0832922,,,10790,2293
yz4fuq,14.7052974,121.0738486,14.7051119,121.0746957,,,10794,4904
vaju3,14.706415,121.065424,14.7064212,121.0672232,,,10797,3429
lnzxl1,14.5954985,121.0594219,14.5961834,121.0595758,,,10813,9704
p2jgu6,14.616718,121.0525169,14.6167773,121.0524884,,,10815,9036
beo5th,14.6867988,121.0873507,14.6865029,121.0885867,,,10817,11435
iw4mn2,14.6423819,121.0348856,14.6425413,121.035061,,,10821,11333
wum4h5,14.6511367,121.0591362,14.6473967,121.0600849,,,10822,6997
wum4h5,14.6511367,121.0591362,14.654732,121.0584235,,,10822,165
crpkbs,14.7397147,121.0469506,14.7395604,121.0469846,,,10823,5148
hmzobh,14.7253384,121.0488743,14.7262231,121.0481447,,,10824,11759
o0y6s2,14.7237126,121.0500325,14.7228148,121.0507977,,,10825,150
axtcvk,14.723807,121.0501526,14.724705,121.0494031,,,10826,7801
h6m7qe,14.7194387,121.0223918,14.7194509,121.0223104,,,10828,7603
h6m7qe,14.7194387,121.0223918,14.7193895,121.022699,,,10828,7170
12hp2q,14.639701,121.0304028,14.6412531,121.0329215,,,10835,8963
n206lh,14.7371375,121.0475124,14.736548,121.0476408,,,10836,6171
27c94u,14.7371375,121.0475124,14.7384492,121.0472269,,,10836,6070
8st1go,14.7100974,121.0286868,14.7099598,121.0288525,,,10853,5796
46fgxn,14.7100974,121.0286868,14.7105423,121.0282491,,,10853,5878
ra62r4,14.6483345,121.0741501,14.6482663,121.0731243,,,10855,7284
r47yy1,14.6930225,121.065141,14.6930278,121.0661133,,,10876,10881
ollh9m,14.6939635,121.0676185,14.693778,121.0675907,,,10878,4427
l96xxi,14.6939635,121.0676185,14.6954295,121.0676727,,,10878,4488
r47yy1,14.6930278,121.0661133,14.6930686,121.0669996,,,10881,4148
r47yy1,14.6930278,121.0661133,14.6930225,121.065141,,,10881,10876
rs0tq3,14.6852371,121.0433572,14.6849439,121.0441002,,,10890,5996
rs0tq3,14.6852371,121.0433572,14.6850744,121.0429344,,,10890,5984
w0feok,14.6144151,121.071068,14.6147468,121.0729691,,,10891,7271
w0feok,14.6143057,121.0706759,14.6144151,121.071068,,,10892,10891
u2q0mz,14.6145763,121.07016,14.6144961,121.0698466,,,10893,7708
1dpy9l,14.6145269,121.0703186,14.6143265,121.0705957,,,10896,10895
y5272g,14.6793763,121.0237573,14.6794445,121.0234806,,,10903,8099
5qdcws,14.6814332,121.0200206,14.6824324,121.0208406,,,10905,7608
6bum3u,14.6154364,121.074826,14.6161699,121.0748148,,,10907,7278
jc6k40,14.6721015,121.0653684,14.6719668,121.0663198,,,10910,12209
h4xg5e,14.6722312,121.065388,14.6725756,121.0629677,,,10911,10913
jc6k40,14.6724482,121.0629641,14.6721347,121.0651293,,,10912,3290
h4xg5e,14.6725756,121.0629677,14.672786,121.0615415,,,10913,12194
cwpvyl,14.6728851,121.0600585,14.6726711,121.0614765,,,10914,7628
7atzb5,14.6730172,121.0600778,14.6734599,121.0572214,,,10915,7623
7atzb5,14.6739001,121.0541389,14.6739331,121.0536637,,,10916,7626
cwpvyl,14.6737806,121.0541274,14.6736305,121.0552289,,,10917,3266
kymbre,14.6679558,121.0740391,14.6667768,121.0722564,,,10918,10209
hpqy24,14.6702966,121.0684935,14.6691205,121.0685557,,,10921,8809
m3qvqp,14.6703214,121.037438,14.6704441,121.0373826,,,10922,2723
40700i,14.6703214,121.037438,14.6709368,121.0392262,,,10922,8833
me4ue8,14.668629,121.0432031,14.668544,121.0432,,,10924,11059
c9r5uc,14.6711901,121.0434433,14.6718921,121.0434804,,,10925,7630
me4ue8,14.671188,121.0433067,14.6690669,121.0432187,,,10926,3660
8smxe3,14.6676191,121.043167,14.6648097,121.0434945,,,10927,11062
rt7ypt,14.6547853,121.0615716,14.6547985,121.0623334,,,10932,164
i7o432,14.6547853,121.0615716,14.6549445,121.0615652,,,10932,9502
8196qs,14.644276,121.0380271,14.6457439,121.04032,,,10938,6916
g5bojs,14.6444628,121.0375731,14.6449157,121.0372773,,,10939,6957
ssstwk,14.6444628,121.0375731,14.6442919,121.0372893,,,10939,12457
ssstwk,14.6442638,121.0372426,14.6441063,121.0369806,,,10940,6925
szmnxe,14.6442638,121.0372426,14.6441934,121.0372887,,,10940,9067
3blps8,14.652849,121.0465907,14.6522769,121.0456375,,,10943,13570
4yrfmo,14.652849,121.0465907,14.6513589,121.0465813,,,10943,9711
fbqdr9,14.6447824,121.0275624,14.6456501,121.0277551,,,10946,7327
fbqdr9,14.6447824,121.0275624,14.6427818,121.0271003,,,10946,7326
daupag,14.6641464,121.0683387,14.6640077,121.0681276,,,10948,12771
gb32xs,14.6817271,121.0846139,14.6780613,121.0829773,,,10959,13366
3sigs6,14.6984834,121.0336667,14.6988048,121.0338658,,,10960,11957
1074zq,14.6207859,121.05675,14.6197444,121.057406,,,10979,8930
5xloqk,14.6505825,121.0335653,14.6508053,121.0333168,,,10989,11977
wqqi5f,14.6334311,121.0418618,14.6334763,121.0416488,,,10990,9792
wqqi5f,14.6334311,121.0418618,14.633242,121.0427486,,,10990,13369
vt6e25,14.6950408,121.0314407,14.6941555,121.030843,,,10992,12622
vt6e25,14.6963274,121.0322578,14.6956448,121.0318249,,,10993,12514
3sigs6,14.696644,121.0324425,14.6963274,121.0322578,,,10994,10993
3sigs6,14.6985219,121.0335973,14.6982934,121.0334627,,,10995,12549
b5hwmz,14.6442621,121.0537121,14.6428463,121.0542395,,,10998,3046
s6np33,14.6537571,121.0383272,14.6534367,121.0384867,,,10999,10050
4fiene,14.6537571,121.0383272,14.6537131,121.0385301,,,10999,1863
36teyo,14.6150754,121.0369468,14.6164901,121.039349,,,11001,12309
46ay89,14.6318936,121.0097062,14.6389492,121.00703,,,11005,10297
qo440q,14.6364651,121.0086416,14.6211458,121.0149994,,,11006,11172
6ymi38,14.6364651,121.0086416,14.632158,121.0093232,,,11006,8164
vt6e25,14.6939155,121.0306617,14.6929201,121.0298722,,,11012,3307
pxpemt,14.647959,121.0657812,14.6479838,121.0659836,,,11019,9604
pxpemt,14.647959,121.0657812,14.6478019,121.0653881,,,11019,227
wfr4hu,14.6521744,121.0517694,14.6531486,121.0511626,,,11021,25
nu7qsg,14.6521744,121.0517694,14.6529623,121.0519732,,,11021,728
2mdpyu,14.6602747,121.0365228,14.6610711,121.0366498,,,11025,863
8nhpju,14.7209515,121.0291207,14.7209028,121.0289928,,,11047,7111
8nhpju,14.7209515,121.0291207,14.7211147,121.0295711,,,11047,5754
ci6ljj,14.7175982,121.0209225,14.7178949,121.0209635,,,11048,11049
ci6ljj,14.7178949,121.0209635,14.7185158,121.0210113,,,11049,7563
27z26a,14.7106079,121.0611414,14.7107061,121.0610596,,,11051,730
iw5fon,14.7106079,121.0611414,14.7107531,121.061212,,,11051,10272
jqlnej,14.6754582,121.0815459,14.6715685,121.0784395,,,11052,2291
x2yp65,14.6750777,121.0817044,14.6757277,121.0821757,,,11053,7968
nmqgkq,14.6664286,121.03259,14.6675378,121.033661,,,11054,7415
t40kf2,14.6665332,121.0325043,14.6664625,121.0323997,,,11055,3942
yhb51m,14.6664584,121.0353078,14.6677128,121.0342492,,,11056,7409
uepl34,14.6663897,121.0351837,14.6650635,121.035997,,,11057,8069
c9r5uc,14.6685403,121.043331,14.6686465,121.0433388,,,11058,9470
me4ue8,14.668544,121.0432,14.6676191,121.043167,,,11059,10927
su8wpz,14.6645862,121.0435487,14.6629532,121.0439136,,,11060,1804
pw9zu2,14.6648298,121.0435982,14.6652748,121.0434945,,,11061,11114
su8wpz,14.6648097,121.0434945,14.6645862,121.0435487,,,11062,11060
jezyyx,14.6222497,121.0265365,14.6224433,121.0264195,E. Rodriguez Sr. Avenue,secondary,11067,93
jezyyx,14.6222497,121.0265365,14.6218801,121.0267598,,,11067,92
wwi3ir,14.6223567,121.026126,14.621947,121.0247365,,,11068,1085
wwi3ir,14.6223567,121.026126,14.6224433,121.0264195,,,11068,93
wwi3ir,14.6223567,121.026126,14.6222497,121.0265365,,,11068,11067
ibevbn,14.635568,121.0585336,14.6352578,121.0586322,,,11069,7581
nirm1q,14.63503,121.0433372,14.6287874,121.0466633,,,11072,6989
csqvf0,14.63503,121.0433372,14.6346274,121.0435149,,,11072,9706
he4vh1,14.6418843,121.0456961,14.6441825,121.042616,,,11073,13371
m2ojj0,14.6047015,121.0580249,14.6091604,121.0559711,,,11078,7341
h6e4fb,14.6188713,121.0431327,14.6182485,121.0420994,,,11083,3323
1r6mgk,14.6489076,121.0097544,14.6482712,121.0095145,,,11093,3339
crpkbs,14.7398845,121.0469149,14.7397147,121.0469506,,,11106,10823
crpkbs,14.7398845,121.0469149,14.7405719,121.0467748,,,11106,6060
kohi04,14.6652748,121.0434945,14.6667234,121.0432376,,,11114,8338
yc3352,14.6406685,121.0164524,14.6409915,121.0164753,,,11115,11120
n0b3nt,14.6404453,121.0166892,14.6404963,121.0170725,,,11116,8454
hg3c25,14.6404453,121.0166892,14.6404166,121.0164196,,,11116,9952
yc3352,14.6404453,121.0166892,14.6406685,121.0164524,,,11116,11115
hg3c25,14.6403577,121.016065,14.6401564,121.0163696,,,11117,11118
hg3c25,14.6403577,121.016065,14.6403606,121.0159046,,,11117,12348
yc3352,14.6401564,121.0163696,14.6398086,121.0164508,,,11118,8754
hg3c25,14.6404077,121.0163405,14.6404166,121.0164196,,,11119,9952
yc3352,14.6404077,121.0163405,14.6401564,121.0163696,Fernando Poe Jr. Avenue,secondary,11119,11118
hg3c25,14.6404077,121.0163405,14.6403577,121.016065,,,11119,11117
n8g0u2,14.6409915,121.0164753,14.6437615,121.0169363,,,11120,896
yc3352,14.6409915,121.0164753,14.6404077,121.0163405,,,11120,11119
nhwz09,14.651609,121.0386984,14.6470775,121.0401615,,,11121,7727
tqvaqs,14.6311387,121.0209712,14.6312044,121.0211436,,,11137,10016
viu5x3,14.6317159,121.0215802,14.6319763,121.0209941,,,11139,10025
ny3npi,14.6317159,121.0215802,14.6316931,121.0213884,,,11139,10019
1j8z4b,14.607566,121.0391418,14.6071658,121.0387121,,,11141,8109
uex9qp,14.6079113,121.0387494,14.6088721,121.0377251,,,11142,7296
uex9qp,14.6079113,121.0387494,14.607566,121.0391418,,,11142,11141
xfvrhx,14.6111022,121.0708381,14.6136706,121.0704852,,,11143,8089
vt6e25,14.6930364,121.0300631,14.6941147,121.030904,,,11145,12621
nxy5sz,14.6928363,121.0299588,14.6923555,121.030549,,,11146,3308
qlnoqy,14.6922779,121.0294063,14.6930364,121.0300631,,,11147,11145
qlnoqy,14.6922779,121.0294063,14.6928363,121.0299588,,,11147,11146
cizdae,14.6574369,121.0016296,14.6574299,121.0007195,,,11150,853
6m24vg,14.6414026,121.0328216,14.639852,121.0303048,,,11154,11158
juje2n,14.6567722,121.0193779,14.6575223,121.0198308,,,11157,7658
6m24vg,14.639852,121.0303048,14.6390167,121.028945,,,11158,8962
nhwz09,14.6525169,121.0385804,14.6520357,121.0386376,,,11159,9440
i1tzfs,14.7277723,121.1169547,14.7278908,121.1172251,,,11164,9162
7472th,14.7277723,121.1169547,14.7270229,121.1148984,,,11164,63
o9v80p,14.6211393,121.0151175,14.6301848,121.0116516,,,11171,12304
i9gzj5,14.6211458,121.0149994,14.6190113,121.0148277,,,11172,9434
dekqcp,14.7050312,121.0821212,14.7050778,121.0819366,,,11173,10755
1z1zt9,14.6097701,121.0507016,14.6098262,121.0506784,,,11174,10234
ldgkx1,14.6197125,121.0507995,14.619127,121.0510709,,,11183,12244
odmq3y,14.6535989,121.0745171,14.6543106,121.0745394,,,11201,8065
uz5lj8,14.6473698,121.0744795,14.6475977,121.0744786,,,11205,11207
uz5lj8,14.6475977,121.0744786,14.6483357,121.0744934,,,11207,492
iw5fon,14.7135991,121.0611602,14.7111595,121.0611586,,,11231,10260
jn9uuh,14.689271,121.0294515,14.6898694,121.0286611,,,11254,7711
ui19x1,14.679097,121.0247901,14.6789581,121.0253036,,,11258,3677
ui19x1,14.6791159,121.0247169,14.679097,121.0247901,,,11262,11258
y5272g,14.6791159,121.0247169,14.6793763,121.0237573,,,11262,10903
5qdcws,14.6846066,121.0228441,14.684532,121.02272,,,11266,7092
5qdcws,14.6846066,121.0228441,14.6846846,121.0229774,,,11266,3862
ma1zm5,14.6754345,121.0691914,14.6742862,121.0691509,,,11269,3586
nxy5sz,14.6919076,121.0319037,14.6917776,121.0322934,,,11271,7484
nxy5sz,14.6919076,121.0319037,14.6921141,121.0312962,,,11271,8376
t5no4q,14.6573199,121.0041495,14.657326,121.0044929,,,11288,11289
t5no4q,14.657326,121.0044929,14.6574214,121.0109989,,,11289,2082
n8o6pj,14.6686554,121.0227606,14.6690022,121.0233521,,,11292,2662
n8o6pj,14.6686554,121.0227606,14.668514,121.0225177,,,11292,2686
l31h6d,14.641266,121.0395831,14.648434,121.0349167,,,11295,11987
wydjwf,14.641266,121.0395831,14.6432923,121.0383203,,,11295,11300
daupag,14.6648369,121.0693552,14.6644014,121.0686781,,,11296,10153
g5bojs,14.6432923,121.0383203,14.6433821,121.0382606,,,11300,12459
g5bojs,14.6432923,121.0383203,14.6430864,121.0380242,,,11300,9653
xfwcda,14.6454251,121.0369444,14.6478414,121.0353655,,,11309,9705
t0495t,14.6864564,121.089874,14.6864613,121.089781,,,11328,9231
fdnn1g,14.69018,121.0946283,14.6901078,121.0945557,,,11329,7389
hmzobh,14.7309053,121.0475085,14.7311373,121.0477417,,,11330,11331
hmzobh,14.7309053,121.0475085,14.731106,121.0475101,Quirino Highway,primary,11330,7800
sh5dat,14.7311373,121.0477417,14.731106,121.0475101,,,11331,7800
sh5dat,14.7311373,121.0477417,14.7316318,121.048711,,,11331,405
iw4mn2,14.642707,121.0354467,14.6427918,121.0355863,,,11332,9498
vn80sj,14.6425413,121.035061,14.6426432,121.0352335,,,11333,8800
wyx8bv,14.7003187,121.0880872,14.7000423,121.0881554,,,11349,12118
wyx8bv,14.7003187,121.0880872,14.6999409,121.0877497,,,11349,7258
369k9p,14.7105854,121.0609158,14.7104711,121.0610111,,,11354,10257
uz5lj8,14.6469285,121.074471,14.6482803,121.0743065,,,11405,13362
uz5lj8,14.6469285,121.074471,14.6473698,121.0744795,,,11405,11205
uo0a97,14.6865037,121.0894935,14.6870434,121.0874316,,,11414,731
fivhz6,14.6931193,121.0964151,14.693513,121.0964149,,,11420,5053
cu8t3c,14.6865029,121.0885867,14.6863031,121.089904,,,11435,1221
d93lrr,14.6912172,121.0874415,14.6926703,121.0874759,,,11437,6797
uuh1ck,14.7239881,121.029041,14.7241912,121.0278229,,,11477,6326
uuh1ck,14.7239881,121.029041,14.7240393,121.0300109,,,11477,9808
2z6zwy,14.6086802,121.0456728,14.6087541,121.0451961,,,11495,1570
joqo5z,14.6894962,121.0941362,14.6899657,121.0946252,,,11507,12380
rs0tq3,14.6828355,121.0410076,14.6827955,121.0403546,,,11536,5990
xp1k0b,14.682755,121.0854659,14.6832683,121.0856982,,,11548,11669
h6m7qe,14.7193728,121.0228157,14.7193895,121.022699,,,11566,7170
h6m7qe,14.7193728,121.0228157,14.7193131,121.0232376,,,11566,6355
1r6mgk,14.6497489,121.0096964,14.6540449,121.010668,,,11576,8837
1r6mgk,14.6497489,121.0096964,14.6489076,121.0097544,,,11576,11093
41tduf,14.7261039,121.0387402,14.7266391,121.0385586,,,11590,8333
41tduf,14.7261039,121.0387402,14.7252917,121.0389066,,,11590,5428
5mnqju,14.6676071,121.0207371,14.6658928,121.0216481,,,11602,8707
5mnqju,14.6676071,121.0207371,14.6682797,121.0203754,,,11602,2672
